benchmark,mode,repeat,iters,buffer_bytes,align_bytes,vec_bytes,cycles,bytes,elapsed_ns,bandwidth_gbps,checksum
bench_dsmem_read,remote,9,2048,65536,32,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,local,0,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,1,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,2,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,3,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,4,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,5,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,6,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,7,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,8,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,9,2048,65536,32,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,remote,0,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,1,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,2,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,3,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,4,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,5,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,6,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,7,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,8,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,9,2048,65536,32,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,local,0,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,1,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,2,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,3,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,4,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,5,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,6,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,7,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,8,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,9,2048,65536,64,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,remote,0,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,1,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,2,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,3,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,4,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,5,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,6,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,7,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,8,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,remote,9,2048,65536,64,4,19129047,134217728,9413901.0827,14.2574,229376
bench_dsmem_read,local,0,2048,65536,64,8,4220650,134217728,2077091.5354,64.6181,65536
bench_dsmem_read,local,1,2048,65536,64,8,4197014,134217728,2065459.6457,64.9820,65536
bench_dsmem_read,local,2,2048,65536,64,8,4213372,134217728,2073509.8425,64.7297,65536
bench_dsmem_read,local,3,2048,65536,64,8,4213372,134217728,2073509.8425,64.7297,65536
bench_dsmem_read,local,4,2048,65536,64,8,4213372,134217728,2073509.8425,64.7297,65536
bench_dsmem_read,local,5,2048,65536,64,8,4197022,134217728,2065463.5827,64.9819,65536
bench_dsmem_read,local,6,2048,65536,64,8,4213370,134217728,2073508.8583,64.7298,65536
bench_dsmem_read,local,7,2048,65536,64,8,4213370,134217728,2073508.8583,64.7298,65536
bench_dsmem_read,local,8,2048,65536,64,8,4213370,134217728,2073508.8583,64.7298,65536
bench_dsmem_read,local,9,2048,65536,64,8,4207261,134217728,2070502.4606,64.8237,65536
bench_dsmem_read,remote,0,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,1,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,2,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,3,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,4,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,5,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,6,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,7,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,8,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,9,2048,65536,64,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,local,0,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,1,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,2,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,3,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,4,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,5,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,6,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,7,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,8,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,9,2048,65536,64,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,remote,0,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,1,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,2,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,3,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,4,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,5,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,6,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,7,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,8,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,9,2048,65536,64,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,local,0,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,1,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,2,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,3,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,4,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,5,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,6,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,7,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,8,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,local,9,2048,65536,128,4,6537827,134217728,3217434.5472,41.7158,458752
bench_dsmem_read,remote,0,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,1,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,2,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,3,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,4,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,5,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,6,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,7,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,8,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,remote,9,2048,65536,128,4,18842462,134217728,9272865.1575,14.4742,229376
bench_dsmem_read,local,0,2048,65536,128,8,4220650,134217728,2077091.5354,64.6181,65536
bench_dsmem_read,local,1,2048,65536,128,8,4197014,134217728,2065459.6457,64.9820,65536
bench_dsmem_read,local,2,2048,65536,128,8,4213372,134217728,2073509.8425,64.7297,65536
bench_dsmem_read,local,3,2048,65536,128,8,4213372,134217728,2073509.8425,64.7297,65536
bench_dsmem_read,local,4,2048,65536,128,8,4213372,134217728,2073509.8425,64.7297,65536
bench_dsmem_read,local,5,2048,65536,128,8,4197022,134217728,2065463.5827,64.9819,65536
bench_dsmem_read,local,6,2048,65536,128,8,4213370,134217728,2073508.8583,64.7298,65536
bench_dsmem_read,local,7,2048,65536,128,8,4213370,134217728,2073508.8583,64.7298,65536
bench_dsmem_read,local,8,2048,65536,128,8,4213370,134217728,2073508.8583,64.7298,65536
bench_dsmem_read,local,9,2048,65536,128,8,4207261,134217728,2070502.4606,64.8237,65536
bench_dsmem_read,remote,0,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,1,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,2,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,3,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,4,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,5,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,6,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,7,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,8,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,remote,9,2048,65536,128,8,16876197,134217728,8305215.0591,16.1607,16384
bench_dsmem_read,local,0,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,1,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,2,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,3,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,4,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,5,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,6,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,7,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,8,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,local,9,2048,65536,128,16,3041933,134217728,1497014.2717,89.6569,466944
bench_dsmem_read,remote,0,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,1,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,2,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,3,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,4,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,5,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,6,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,7,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,8,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
bench_dsmem_read,remote,9,2048,65536,128,16,13607667,134217728,6696686.5157,20.0424,8192
