benchmark,mode,repeat,m,n,k,tile_n,stages,elapsed_ms,gflops,bytes_b_share,checksum
bench_software_dsmem_gemm,local,0,4096,64,4096,64,2,0.623968,3441.6567,2048,9.000000
bench_software_dsmem_gemm,local,1,4096,64,4096,64,2,0.624576,3438.3065,2048,9.000000
bench_software_dsmem_gemm,local,2,4096,64,4096,64,2,0.624320,3439.7164,2048,9.000000
bench_software_dsmem_gemm,local,3,4096,64,4096,64,2,0.622656,3448.9087,2048,9.000000
bench_software_dsmem_gemm,local,4,4096,64,4096,64,2,0.622304,3450.8593,2048,9.000000
bench_software_dsmem_gemm,local,5,4096,64,4096,64,2,0.623136,3446.2520,2048,9.000000
bench_software_dsmem_gemm,local,6,4096,64,4096,64,2,0.622208,3451.3919,2048,9.000000
bench_software_dsmem_gemm,local,7,4096,64,4096,64,2,0.623776,3442.7159,2048,9.000000
bench_software_dsmem_gemm,local,8,4096,64,4096,64,2,0.623776,3442.7159,2048,9.000000
bench_software_dsmem_gemm,local,9,4096,64,4096,64,2,0.621600,3454.7679,2048,9.000000
bench_software_dsmem_gemm,remote,0,4096,64,4096,64,2,1.033920,2077.0307,2048,9.000000
bench_software_dsmem_gemm,remote,1,4096,64,4096,64,2,1.033184,2078.5103,2048,9.000000
bench_software_dsmem_gemm,remote,2,4096,64,4096,64,2,1.032160,2080.5724,2048,9.000000
bench_software_dsmem_gemm,remote,3,4096,64,4096,64,2,1.032640,2079.6054,2048,9.000000
bench_software_dsmem_gemm,remote,4,4096,64,4096,64,2,1.031712,2081.4758,2048,9.000000
bench_software_dsmem_gemm,remote,5,4096,64,4096,64,2,1.032608,2079.6697,2048,9.000000
bench_software_dsmem_gemm,remote,6,4096,64,4096,64,2,1.031424,2082.0570,2048,9.000000
bench_software_dsmem_gemm,remote,7,4096,64,4096,64,2,1.032096,2080.7014,2048,9.000000
bench_software_dsmem_gemm,remote,8,4096,64,4096,64,2,1.032064,2080.7660,2048,9.000000
bench_software_dsmem_gemm,remote,9,4096,64,4096,64,2,1.033920,2077.0307,2048,9.000000
bench_software_dsmem_gemm,local,0,4096,64,4096,64,4,0.639424,3358.4657,2048,9.000000
bench_software_dsmem_gemm,local,1,4096,64,4096,64,4,0.640416,3353.2634,2048,9.000000
bench_software_dsmem_gemm,local,2,4096,64,4096,64,4,0.639712,3356.9540,2048,9.000000
bench_software_dsmem_gemm,local,3,4096,64,4096,64,4,0.637440,3368.9187,2048,9.000000
bench_software_dsmem_gemm,local,4,4096,64,4096,64,4,0.638656,3362.5044,2048,9.000000
bench_software_dsmem_gemm,local,5,4096,64,4096,64,4,0.637280,3369.7648,2048,9.000000
bench_software_dsmem_gemm,local,6,4096,64,4096,64,4,0.638688,3362.3358,2048,9.000000
bench_software_dsmem_gemm,local,7,4096,64,4096,64,4,0.636448,3374.1697,2048,9.000000
bench_software_dsmem_gemm,local,8,4096,64,4096,64,4,0.637984,3366.0464,2048,9.000000
bench_software_dsmem_gemm,local,9,4096,64,4096,64,4,0.637120,3370.6109,2048,9.000000
bench_software_dsmem_gemm,remote,0,4096,64,4096,64,4,1.047072,2050.9416,2048,9.000000
bench_software_dsmem_gemm,remote,1,4096,64,4096,64,4,1.049248,2046.6884,2048,9.000000
bench_software_dsmem_gemm,remote,2,4096,64,4096,64,4,1.047072,2050.9416,2048,9.000000
bench_software_dsmem_gemm,remote,3,4096,64,4096,64,4,1.047136,2050.8165,2048,9.000000
bench_software_dsmem_gemm,remote,4,4096,64,4096,64,4,1.047520,2050.0645,2048,9.000000
bench_software_dsmem_gemm,remote,5,4096,64,4096,64,4,1.045664,2053.7034,2048,9.000000
bench_software_dsmem_gemm,remote,6,4096,64,4096,64,4,1.046944,2051.1924,2048,9.000000
bench_software_dsmem_gemm,remote,7,4096,64,4096,64,4,1.045920,2053.2006,2048,9.000000
bench_software_dsmem_gemm,remote,8,4096,64,4096,64,4,1.047328,2050.4404,2048,9.000000
bench_software_dsmem_gemm,remote,9,4096,64,4096,64,4,1.046400,2052.2589,2048,9.000000
bench_software_dsmem_gemm,local,0,4096,128,4096,128,1,0.992512,4327.3707,4096,9.000000
bench_software_dsmem_gemm,local,1,4096,128,4096,128,1,0.993632,4322.4929,4096,9.000000
bench_software_dsmem_gemm,local,2,4096,128,4096,128,1,0.989664,4339.8236,4096,9.000000
bench_software_dsmem_gemm,local,3,4096,128,4096,128,1,0.989440,4340.8061,4096,9.000000
bench_software_dsmem_gemm,local,4,4096,128,4096,128,1,0.989600,4340.1044,4096,9.000000
bench_software_dsmem_gemm,local,5,4096,128,4096,128,1,0.988736,4343.8971,4096,9.000000
bench_software_dsmem_gemm,local,6,4096,128,4096,128,1,0.988384,4345.4439,4096,9.000000
bench_software_dsmem_gemm,local,7,4096,128,4096,128,1,0.990112,4337.8600,4096,9.000000
bench_software_dsmem_gemm,local,8,4096,128,4096,128,1,0.991104,4333.5182,4096,9.000000
bench_software_dsmem_gemm,local,9,4096,128,4096,128,1,0.988768,4343.7564,4096,9.000000
bench_software_dsmem_gemm,remote,0,4096,128,4096,128,1,2.294912,1871.5171,4096,9.000000
bench_software_dsmem_gemm,remote,1,4096,128,4096,128,1,2.293888,1872.3526,4096,9.000000
bench_software_dsmem_gemm,remote,2,4096,128,4096,128,1,2.291584,1874.2351,4096,9.000000
bench_software_dsmem_gemm,remote,3,4096,128,4096,128,1,2.292192,1873.7380,4096,9.000000
bench_software_dsmem_gemm,remote,4,4096,128,4096,128,1,2.291552,1874.2613,4096,9.000000
bench_software_dsmem_gemm,remote,5,4096,128,4096,128,1,2.291616,1874.2090,4096,9.000000
bench_software_dsmem_gemm,remote,6,4096,128,4096,128,1,2.290880,1874.8111,4096,9.000000
bench_software_dsmem_gemm,remote,7,4096,128,4096,128,1,2.291712,1874.1304,4096,9.000000
bench_software_dsmem_gemm,remote,8,4096,128,4096,128,1,2.291392,1874.3921,4096,9.000000
bench_software_dsmem_gemm,remote,9,4096,128,4096,128,1,2.290944,1874.7587,4096,9.000000
bench_software_dsmem_gemm,local,0,4096,128,4096,128,2,0.963104,4459.5052,4096,9.000000
bench_software_dsmem_gemm,local,1,4096,128,4096,128,2,0.962560,4462.0255,4096,9.000000
bench_software_dsmem_gemm,local,2,4096,128,4096,128,2,0.961472,4467.0749,4096,9.000000
bench_software_dsmem_gemm,local,3,4096,128,4096,128,2,0.959520,4476.1624,4096,9.000000
bench_software_dsmem_gemm,local,4,4096,128,4096,128,2,0.960960,4469.4549,4096,9.000000
bench_software_dsmem_gemm,local,5,4096,128,4096,128,2,0.961984,4464.6973,4096,9.000000
bench_software_dsmem_gemm,local,6,4096,128,4096,128,2,0.961792,4465.5885,4096,9.000000
bench_software_dsmem_gemm,local,7,4096,128,4096,128,2,0.959968,4474.0735,4096,9.000000
bench_software_dsmem_gemm,local,8,4096,128,4096,128,2,0.960544,4471.3905,4096,9.000000
bench_software_dsmem_gemm,local,9,4096,128,4096,128,2,0.959712,4475.2667,4096,9.000000
bench_software_dsmem_gemm,remote,0,4096,128,4096,128,2,2.209504,1943.8605,4096,9.000000
bench_software_dsmem_gemm,remote,1,4096,128,4096,128,2,2.211072,1942.4819,4096,9.000000
bench_software_dsmem_gemm,remote,2,4096,128,4096,128,2,2.205568,1947.3293,4096,9.000000
bench_software_dsmem_gemm,remote,3,4096,128,4096,128,2,2.205056,1947.7815,4096,9.000000
bench_software_dsmem_gemm,remote,4,4096,128,4096,128,2,2.204672,1948.1207,4096,9.000000
bench_software_dsmem_gemm,remote,5,4096,128,4096,128,2,2.205696,1947.2162,4096,9.000000
bench_software_dsmem_gemm,remote,6,4096,128,4096,128,2,2.204800,1948.0078,4096,9.000000
bench_software_dsmem_gemm,remote,7,4096,128,4096,128,2,2.205792,1947.1316,4096,9.000000
bench_software_dsmem_gemm,remote,8,4096,128,4096,128,2,2.204096,1948.6298,4096,9.000000
bench_software_dsmem_gemm,remote,9,4096,128,4096,128,2,2.207488,1945.6356,4096,9.000000
bench_software_dsmem_gemm,local,0,4096,128,4096,128,4,0.966720,4442.8246,4096,9.000000
bench_software_dsmem_gemm,local,1,4096,128,4096,128,4,0.965536,4448.2726,4096,9.000000
bench_software_dsmem_gemm,local,2,4096,128,4096,128,4,0.963200,4459.0609,4096,9.000000
bench_software_dsmem_gemm,local,3,4096,128,4096,128,4,0.964640,4452.4042,4096,9.000000
bench_software_dsmem_gemm,local,4,4096,128,4096,128,4,0.962784,4460.9874,4096,9.000000
bench_software_dsmem_gemm,local,5,4096,128,4096,128,4,0.964896,4451.2229,4096,9.000000
bench_software_dsmem_gemm,local,6,4096,128,4096,128,4,0.962176,4463.8062,4096,9.000000
bench_software_dsmem_gemm,local,7,4096,128,4096,128,4,0.962752,4461.1357,4096,9.000000
bench_software_dsmem_gemm,local,8,4096,128,4096,128,4,0.962656,4461.5805,4096,9.000000
bench_software_dsmem_gemm,local,9,4096,128,4096,128,4,0.962048,4464.4002,4096,9.000000
bench_software_dsmem_gemm,remote,0,4096,128,4096,128,4,2.201888,1950.5838,4096,9.000000
bench_software_dsmem_gemm,remote,1,4096,128,4096,128,4,2.197984,1954.0485,4096,9.000000
bench_software_dsmem_gemm,remote,2,4096,128,4096,128,4,2.194016,1957.5825,4096,9.000000
bench_software_dsmem_gemm,remote,3,4096,128,4096,128,4,2.194560,1957.0972,4096,9.000000
bench_software_dsmem_gemm,remote,4,4096,128,4096,128,4,2.194816,1956.8689,4096,9.000000
bench_software_dsmem_gemm,remote,5,4096,128,4096,128,4,2.192320,1959.0968,4096,9.000000
bench_software_dsmem_gemm,remote,6,4096,128,4096,128,4,2.192256,1959.1541,4096,9.000000
bench_software_dsmem_gemm,remote,7,4096,128,4096,128,4,2.193280,1958.2394,4096,9.000000
bench_software_dsmem_gemm,remote,8,4096,128,4096,128,4,2.193984,1957.6110,4096,9.000000
bench_software_dsmem_gemm,remote,9,4096,128,4096,128,4,2.194144,1957.4683,4096,9.000000
bench_software_dsmem_gemm,local,0,4096,256,4096,256,1,1.624064,5289.1603,8192,9.000000
bench_software_dsmem_gemm,local,1,4096,256,4096,256,1,1.622112,5295.5248,8192,9.000000
bench_software_dsmem_gemm,local,2,4096,256,4096,256,1,1.618976,5305.7825,8192,9.000000
bench_software_dsmem_gemm,local,3,4096,256,4096,256,1,1.620288,5301.4862,8192,9.000000
bench_software_dsmem_gemm,local,4,4096,256,4096,256,1,1.618272,5308.0909,8192,9.000000
bench_software_dsmem_gemm,local,5,4096,256,4096,256,1,1.619328,5304.6291,8192,9.000000
bench_software_dsmem_gemm,local,6,4096,256,4096,256,1,1.619744,5303.2670,8192,9.000000
bench_software_dsmem_gemm,local,7,4096,256,4096,256,1,1.619168,5305.1532,8192,9.000000
bench_software_dsmem_gemm,local,8,4096,256,4096,256,1,1.621696,5296.8834,8192,9.000000
bench_software_dsmem_gemm,local,9,4096,256,4096,256,1,1.621728,5296.7790,8192,9.000000
bench_software_dsmem_gemm,remote,0,4096,256,4096,256,1,3.153536,2723.9056,8192,9.000000
bench_software_dsmem_gemm,remote,1,4096,256,4096,256,1,3.154496,2723.0768,8192,9.000000
bench_software_dsmem_gemm,remote,2,4096,256,4096,256,1,3.150048,2726.9218,8192,9.000000
bench_software_dsmem_gemm,remote,3,4096,256,4096,256,1,3.150656,2726.3956,8192,9.000000
bench_software_dsmem_gemm,remote,4,4096,256,4096,256,1,3.149824,2727.1158,8192,9.000000
bench_software_dsmem_gemm,remote,5,4096,256,4096,256,1,3.150784,2726.2848,8192,9.000000
bench_software_dsmem_gemm,remote,6,4096,256,4096,256,1,3.149376,2727.5037,8192,9.000000
bench_software_dsmem_gemm,remote,7,4096,256,4096,256,1,3.152448,2724.8458,8192,9.000000
bench_software_dsmem_gemm,remote,8,4096,256,4096,256,1,3.148832,2727.9748,8192,9.000000
bench_software_dsmem_gemm,remote,9,4096,256,4096,256,1,3.150016,2726.9495,8192,9.000000
bench_software_dsmem_gemm,local,0,4096,256,4096,256,2,1.613248,5324.6213,8192,9.000000
bench_software_dsmem_gemm,local,1,4096,256,4096,256,2,1.614304,5321.1383,8192,9.000000
bench_software_dsmem_gemm,local,2,4096,256,4096,256,2,1.610944,5332.2365,8192,9.000000
bench_software_dsmem_gemm,local,3,4096,256,4096,256,2,1.609824,5335.9466,8192,9.000000
bench_software_dsmem_gemm,local,4,4096,256,4096,256,2,1.610400,5334.0380,8192,9.000000
bench_software_dsmem_gemm,local,5,4096,256,4096,256,2,1.609088,5338.3873,8192,9.000000
bench_software_dsmem_gemm,local,6,4096,256,4096,256,2,1.610272,5334.4617,8192,9.000000
bench_software_dsmem_gemm,local,7,4096,256,4096,256,2,1.611520,5330.3306,8192,9.000000
bench_software_dsmem_gemm,local,8,4096,256,4096,256,2,1.609536,5336.9010,8192,9.000000
bench_software_dsmem_gemm,local,9,4096,256,4096,256,2,1.609920,5335.6281,8192,9.000000
bench_software_dsmem_gemm,remote,0,4096,256,4096,256,2,2.560480,3354.8140,8192,9.000000
bench_software_dsmem_gemm,remote,1,4096,256,4096,256,2,2.559872,3355.6111,8192,9.000000
bench_software_dsmem_gemm,remote,2,4096,256,4096,256,2,2.555008,3361.9992,8192,9.000000
bench_software_dsmem_gemm,remote,3,4096,256,4096,256,2,2.557440,3358.8019,8192,9.000000
bench_software_dsmem_gemm,remote,4,4096,256,4096,256,2,2.554432,3362.7573,8192,9.000000
bench_software_dsmem_gemm,remote,5,4096,256,4096,256,2,2.558048,3358.0037,8192,9.000000
bench_software_dsmem_gemm,remote,6,4096,256,4096,256,2,2.554336,3362.8835,8192,9.000000
bench_software_dsmem_gemm,remote,7,4096,256,4096,256,2,2.555168,3361.7887,8192,9.000000
bench_software_dsmem_gemm,remote,8,4096,256,4096,256,2,2.554912,3362.1253,8192,9.000000
bench_software_dsmem_gemm,remote,9,4096,256,4096,256,2,2.558848,3356.9540,8192,9.000000
bench_software_dsmem_gemm,local,0,4096,256,4096,256,4,1.615840,5316.0801,8192,9.000000
bench_software_dsmem_gemm,local,1,4096,256,4096,256,4,1.612480,5327.1571,8192,9.000000
bench_software_dsmem_gemm,local,2,4096,256,4096,256,4,1.609248,5337.8562,8192,9.000000
bench_software_dsmem_gemm,local,3,4096,256,4096,256,4,1.610176,5334.7800,8192,9.000000
bench_software_dsmem_gemm,local,4,4096,256,4096,256,4,1.609888,5335.7344,8192,9.000000
bench_software_dsmem_gemm,local,5,4096,256,4096,256,4,1.610720,5332.9780,8192,9.000000
bench_software_dsmem_gemm,local,6,4096,256,4096,256,4,1.610720,5332.9780,8192,9.000000
bench_software_dsmem_gemm,local,7,4096,256,4096,256,4,1.609504,5337.0073,8192,9.000000
bench_software_dsmem_gemm,local,8,4096,256,4096,256,4,1.609760,5336.1584,8192,9.000000
bench_software_dsmem_gemm,local,9,4096,256,4096,256,4,1.607968,5342.1055,8192,9.000000
bench_software_dsmem_gemm,remote,0,4096,256,4096,256,4,2.543712,3376.9290,8192,9.000000
bench_software_dsmem_gemm,remote,1,4096,256,4096,256,4,2.540160,3381.6511,8192,9.000000
bench_software_dsmem_gemm,remote,2,4096,256,4096,256,4,2.538976,3383.2280,8192,9.000000
bench_software_dsmem_gemm,remote,3,4096,256,4096,256,4,2.535840,3387.4119,8192,9.000000
bench_software_dsmem_gemm,remote,4,4096,256,4096,256,4,2.534976,3388.5664,8192,9.000000
bench_software_dsmem_gemm,remote,5,4096,256,4096,256,4,2.536160,3386.9845,8192,9.000000
bench_software_dsmem_gemm,remote,6,4096,256,4096,256,4,2.535040,3388.4810,8192,9.000000
bench_software_dsmem_gemm,remote,7,4096,256,4096,256,4,2.532288,3392.1633,8192,9.000000
bench_software_dsmem_gemm,remote,8,4096,256,4096,256,4,2.536512,3386.5146,8192,9.000000
bench_software_dsmem_gemm,remote,9,4096,256,4096,256,4,2.533792,3390.1498,8192,9.000000
