benchmark,dtype,mode,streams,repeat,loop_iters,unroll,total_mma,cycles,cycles_per_mma,sink_lo,sink_hi
bench_empty,none,empty,0,0,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,1,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,2,4096,1,0,286902,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,3,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,4,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,5,4096,1,0,286902,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,6,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,7,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,8,4096,1,0,286780,0.00000000,13353452694195345728,595275643012597269
bench_empty,none,empty,0,9,4096,1,0,286841,0.00000000,13353452694195345728,595275643012597269
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,0,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,1,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,2,4096,1,4096,254108,62.03808594,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,3,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,4,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,5,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,6,4096,1,4096,254108,62.03808594,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,7,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,8,4096,1,4096,253986,62.00830078,63897600,63897600
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,9,4096,1,4096,253986,62.00830078,63897600,63897600
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,0,4096,1,4096,454817,111.03930664,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,1,4096,1,4096,454695,111.00952148,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,2,4096,1,4096,454756,111.02441406,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,3,4096,1,4096,454695,111.00952148,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,4,4096,1,4096,454695,111.00952148,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,5,4096,1,4096,454755,111.02416992,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,6,4096,1,4096,454695,111.00952148,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,7,4096,1,4096,454817,111.03930664,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,8,4096,1,4096,454695,111.00952148,8070573679429316608,8070573679429316608
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,9,4096,1,4096,454816,111.03906250,8070573679429316608,8070573679429316608
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,0,4096,1,4096,335918,82.01123047,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,1,4096,1,4096,335979,82.02612305,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,2,4096,1,4096,335918,82.01123047,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,3,4096,1,4096,335918,82.01123047,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,4,4096,1,4096,335979,82.02612305,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,5,4096,1,4096,335918,82.01123047,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,6,4096,1,4096,335918,82.01123047,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,7,4096,1,4096,336040,82.04101562,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,8,4096,1,4096,335918,82.01123047,0,0
bench_empty_matched_f32dep,f32_f16_f16_f32,empty_matched_f32dep,1,9,4096,1,4096,335918,82.01123047,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,0,4096,1,4096,561254,137.02490234,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,1,4096,1,4096,561317,137.04028320,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,2,4096,1,4096,561195,137.01049805,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,3,4096,1,4096,561317,137.04028320,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,4,4096,1,4096,561195,137.01049805,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,5,4096,1,4096,561317,137.04028320,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,6,4096,1,4096,561195,137.01049805,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,7,4096,1,4096,561315,137.03979492,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,8,4096,1,4096,561195,137.01049805,0,0
bench_mma_f32_dep,f32_f16_f16_f32,dep,1,9,4096,1,4096,561254,137.02490234,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,0,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,1,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,2,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,3,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,4,4096,1,4096,340070,83.02490234,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,5,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,6,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,7,4096,1,4096,340131,83.03979492,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,8,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,9,4096,1,4096,340009,83.01000977,9080103431896760822,417337677282193
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,0,4096,1,8192,405672,49.52050781,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,1,4096,1,8192,405550,49.50561523,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,2,4096,1,8192,405611,49.51306152,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,3,4096,1,8192,405550,49.50561523,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,4,4096,1,8192,405672,49.52050781,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,5,4096,1,8192,405550,49.50561523,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,6,4096,1,8192,405550,49.50561523,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,7,4096,1,8192,405672,49.52050781,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,8,4096,1,8192,405550,49.50561523,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,9,4096,1,8192,405672,49.52050781,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,0,4096,1,16384,536685,32.75665283,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,1,4096,1,16384,536624,32.75292969,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,2,4096,1,16384,536685,32.75665283,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,3,4096,1,16384,536624,32.75292969,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,4,4096,1,16384,536746,32.76037598,0,0
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,5,4096,1,16384,536624,32.75292969,0,0
