benchmark,dtype,mode,streams,loop_iters,unroll,repeats,mean_cycles,median_cycles,stddev_cycles,hmma_steps_per_mma,mean_cycles_per_mma,median_cycles_per_mma,stddev_cycles_per_mma,min_cycles_per_mma,max_cycles_per_mma,mean_cycles_per_hmma_step
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,4,10,364610.40,364586.00,48.80,4,22.25405274,22.25256348,0.00297852,22.25256348,22.26000977,5.56351318
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,8,10,340034.40,340010.00,40.46,4,10.37702637,10.37628174,0.00123483,10.37628174,10.38000488,2.59425659
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,1,10,700525.80,700542.50,51.91,4,85.51340332,85.51544190,0.00633727,85.50476074,85.51965332,21.37835083
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,16,10,618582.20,618594.00,45.22,4,4.71940765,4.71949768,0.00034501,4.71903992,4.71996307,1.17985191
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,2,10,680046.60,680062.50,52.66,4,41.50675049,41.50772095,0.00321421,41.50238037,41.50982666,10.37668762
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,4,10,659560.50,659582.50,56.47,4,20.12818909,20.12886047,0.00172327,20.12619019,20.12991333,5.03204727
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,8,10,634973.60,634979.50,50.39,4,9.68892822,9.68901825,0.00076897,9.68809509,9.68995667,2.42223206
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,1,10,1171579.00,1171554.00,41.01,4,71.50750733,71.50598145,0.00250318,71.50598145,71.51354980,17.87687683
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,16,10,991343.20,991331.00,36.60,4,3.78167420,3.78162766,0.00013962,3.78139496,3.78186035,0.94541855
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,2,10,1126516.30,1126498.00,27.97,4,34.37854919,34.37799072,0.00085352,34.37799072,34.37991333,8.59463730
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,4,10,1081454.80,1081442.00,24.62,4,16.50169067,16.50149536,0.00037562,16.50149536,16.50245667,4.12542267
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,8,10,1036406.30,1036388.00,27.95,4,7.90715256,7.90701294,0.00021327,7.90701294,7.90747833,1.97678814
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,1,10,577618.50,577618.50,30.50,4,17.62751770,17.62751770,0.00093079,17.62658691,17.62844849,4.40687942
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,16,10,1740948.00,1740954.00,42.86,4,3.32059479,3.32060623,0.00008175,3.32048988,3.32072449,0.83014870
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,2,10,868452.90,868459.00,32.85,4,13.25153961,13.25163269,0.00050125,13.25070190,13.25256348,3.31288490
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,4,10,1159272.00,1159272.00,0.00,4,8.84454346,8.84454346,0.00000000,8.84454346,8.84454346,2.21113587
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,8,10,1450113.60,1450083.00,41.14,4,5.53174439,5.53162766,0.00015695,5.53162766,5.53209686,1.38293610
