status,error,hidden_dim,num_heads,head_dim,seq_len,cluster_size,num_threads,dtype,seed,output_max_abs_vs_sglang_layer,output_mean_abs_vs_sglang_layer,k_max_abs_vs_sglang_layer,k_mean_abs_vs_sglang_layer,v_max_abs_vs_sglang_layer,v_mean_abs_vs_sglang_layer,local_output_max_abs_vs_sglang_layer,local_output_mean_abs_vs_sglang_layer,subgraph_output_max_abs_vs_sglang_layer,subgraph_output_mean_abs_vs_sglang_layer,local_pytorch_ref_ms,sglang_subgraph_ref_ms,sglang_layer_ref_ms,cute_megakernel_ms
ok,,4096,32,128,512,2,128,float16,42,4.0,0.07480965554714203,0.0625,0.00015564949717372656,0.125,0.0002802833914756775,4.0,0.078194260597229,0.0,0.0,6.4957763671875,0.8939007759094239,348.7961181640625,2.3435136795043947
ok,,4096,32,128,512,4,128,float16,42,4.0,0.07691679894924164,0.0625,0.00017040420789271593,0.0625,0.0002526380121707916,4.0,0.078194260597229,0.0,0.0,6.3274494171142575,0.8912896156311035,351.4137939453125,1.2714943885803223
ok,,4096,32,128,2048,2,128,float16,42,4.0,0.07118481397628784,0.0625,0.00015564949717372656,0.125,0.0002802833914756775,4.0,0.0720968246459961,0.0,0.0,6.00311050415039,0.8733504295349122,347.999609375,3.155078315734863
ok,,4096,32,128,2048,4,128,float16,42,4.0,0.07169133424758911,0.0625,0.00017040420789271593,0.0625,0.0002526380121707916,4.0,0.0720968246459961,0.0,0.0,6.056512069702149,0.9265472412109375,343.202294921875,1.688115119934082
ok,,4096,32,128,4096,2,128,float16,42,4.0,0.06346511840820312,0.0625,0.00015564949717372656,0.125,0.0002802833914756775,4.0,0.073638916015625,0.0,0.0,6.057088088989258,0.9123392105102539,345.855517578125,4.277612686157227
ok,,4096,32,128,4096,4,128,float16,42,4.0,0.07448840141296387,0.0625,0.00017040420789271593,0.0625,0.0002526380121707916,4.0,0.073638916015625,0.0,0.0,6.085075378417969,0.926534366607666,343.74228515625,2.2499263763427733
