benchmark,mode,repeat,iters,buffer_bytes,align_bytes,vec_bytes,cycles,bytes,elapsed_ns,bandwidth_gbps,checksum
bench_dsmem_write,local,0,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,1,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,2,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,3,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,4,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,5,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,6,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,7,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,8,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,local,9,2048,65536,32,4,3576365,134217728,1760022.1457,76.2591,0
bench_dsmem_write,remote,0,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,1,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,2,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,3,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,4,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,5,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,6,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,7,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,8,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,remote,9,2048,65536,32,4,6758569,134217728,3326067.4213,40.3533,0
bench_dsmem_write,local,0,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,1,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,2,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,3,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,4,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,5,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,6,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,7,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,8,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,local,9,2048,65536,32,8,4737541,134217728,2331467.0276,57.5679,562949953421312
bench_dsmem_write,remote,0,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,1,2048,65536,32,8,25172250,134217728,12387918.3071,10.8346,562949953421312
bench_dsmem_write,remote,2,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,3,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,4,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,5,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,6,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,7,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,8,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,remote,9,2048,65536,32,8,25172237,134217728,12387911.9094,10.8346,562949953421312
bench_dsmem_write,local,0,2048,65536,32,16,4440566,134217728,2185317.9134,61.4179,549439637736652800
bench_dsmem_write,local,1,2048,65536,32,16,4473270,134217728,2201412.4016,60.9689,549439637736652800
bench_dsmem_write,local,2,2048,65536,32,16,4438519,134217728,2184310.5315,61.4463,549439637736652800
bench_dsmem_write,local,3,2048,65536,32,16,4438519,134217728,2184310.5315,61.4463,549439637736652800
bench_dsmem_write,local,4,2048,65536,32,16,4438519,134217728,2184310.5315,61.4463,549439637736652800
bench_dsmem_write,local,5,2048,65536,32,16,4438519,134217728,2184310.5315,61.4463,549439637736652800
